user_id,variant,installed,signup,activated,purchase
149,A,1,0,0,0
150,B,1,1,1,1
151,A,1,0,0,0
152,A,1,0,0,0
153,A,1,0,0,0
154,A,1,0,0,0
155,A,1,1,0,0
156,B,1,1,0,0
157,A,1,1,0,0
158,B,1,0,0,0
159,A,1,0,0,0
160,B,1,0,0,0
161,A,1,0,0,0
162,A,1,1,1,0
163,B,1,1,0,0
164,B,1,0,0,0
165,B,1,0,0,0
166,A,1,0,0,0
167,B,1,1,1,1
168,A,1,1,0,0
169,A,1,1,0,0
170,B,1,1,1,0
171,B,1,0,0,0
172,A,1,0,0,0
173,A,1,1,0,0
174,B,1,1,1,0
175,B,1,0,0,0
176,B,1,1,1,1
177,A,1,0,0,0
178,A,1,0,0,0
179,A,1,0,0,0
180,A,1,1,1,0
181,A,1,0,0,0
182,A,1,1,1,1
183,B,1,1,1,0
184,A,1,0,0,0
185,A,1,0,0,0
186,A,1,0,0,0
187,B,1,1,0,0
188,A,1,0,0,0
189,A,1,0,0,0
190,B,1,1,0,0
191,A,1,1,1,0
192,A,1,1,0,0
193,A,1,0,0,0
194,A,1,0,0,0
195,A,1,1,0,0
196,B,1,1,0,0
197,B,1,0,0,0
198,B,1,1,0,0
199,A,1,1,1,1
200,A,1,1,1,0
201,A,1,1,0,0
202,B,1,0,0,0
203,A,1,0,0,0
204,A,1,0,0,0
205,B,1,0,0,0
206,A,1,1,1,1
207,B,1,1,1,0
208,B,1,1,0,0
209,B,1,1,1,0
210,A,1,0,0,0
211,A,1,1,1,0
212,A,1,1,1,0
213,A,1,0,0,0
214,A,1,0,0,0
215,A,1,0,0,0
216,A,1,0,0,0
217,B,1,0,0,0
218,A,1,1,0,0
219,B,1,0,0,0
220,A,1,0,0,0
221,A,1,1,1,0
222,A,1,1,0,0
223,B,1,0,0,0
224,B,1,1,0,0
225,B,1,1,0,0
226,B,1,1,1,1
227,A,1,0,0,0
228,B,1,1,1,1
229,A,1,0,0,0
230,A,1,0,0,0
231,B,1,0,0,0
232,B,1,1,1,0
233,B,1,1,1,0
234,B,1,0,0,0
235,B,1,0,0,0
236,B,1,0,0,0
237,B,1,0,0,0
238,B,1,1,1,0
239,A,1,1,0,0
240,B,1,1,1,1
241,B,1,1,1,0
242,A,1,0,0,0
243,B,1,1,0,0
244,A,1,0,0,0
245,A,1,1,1,1
246,B,1,0,0,0
247,A,1,1,1,0
248,A,1,0,0,0
249,A,1,1,1,0
250,A,1,1,0,0
251,B,1,1,1,0
252,A,1,1,0,0
253,B,1,1,1,0
254,A,1,0,0,0
255,A,1,1,1,0
256,A,1,0,0,0
257,A,1,0,0,0
258,B,1,0,0,0
259,B,1,0,0,0
260,A,1,0,0,0
261,A,1,0,0,0
262,B,1,1,1,0
263,A,1,1,1,0
264,A,1,0,0,0
265,A,1,0,0,0
266,B,1,0,0,0
267,B,1,1,1,0
268,B,1,1,1,1
269,A,1,1,1,0
270,A,1,1,0,0
271,B,1,1,1,1
272,B,1,1,0,0
273,B,1,0,0,0
274,B,1,1,1,0
275,A,1,1,1,0
276,B,1,1,1,0
277,A,1,0,0,0
278,B,1,1,0,0
279,A,1,0,0,0
280,B,1,1,1,0
281,B,1,1,1,0
282,B,1,0,0,0
283,B,1,0,0,0
284,A,1,1,1,0
285,B,1,0,0,0
286,A,1,0,0,0
287,A,1,1,1,0
288,A,1,0,0,0
289,A,1,1,1,0
290,B,1,0,0,0
291,A,1,1,1,0
292,A,1,1,1,0
293,A,1,1,1,1
294,B,1,1,0,0
295,B,1,1,0,0
296,B,1,1,1,1
297,B,1,1,0,0
298,A,1,1,1,0
299,A,1,1,1,0
300,B,1,1,1,0
301,A,1,1,1,0
302,A,1,1,1,0
303,A,1,1,0,0
304,B,1,0,0,0
305,B,1,1,1,1
306,A,1,1,1,1
307,B,1,0,0,0
308,B,1,1,0,0
309,B,1,1,1,0
310,B,1,0,0,0
311,B,1,1,1,0
312,A,1,1,1,0
313,B,1,0,0,0
314,A,1,0,0,0
315,A,1,1,1,0
316,B,1,0,0,0
317,A,1,0,0,0
318,A,1,0,0,0
319,A,1,0,0,0
320,B,1,1,1,0
321,B,1,0,0,0
322,A,1,0,0,0
323,B,1,0,0,0
324,B,1,1,0,0
325,B,1,1,1,1
326,B,1,0,0,0
327,A,1,1,0,0
328,A,1,0,0,0
329,B,1,1,1,0
330,B,1,1,1,0
331,A,1,0,0,0
332,A,1,1,1,0
333,B,1,1,1,0
334,A,1,0,0,0
335,B,1,1,1,0
336,B,1,0,0,0
337,A,1,1,1,1
338,A,1,0,0,0
339,B,1,0,0,0
340,B,1,1,0,0
341,A,1,0,0,0
342,B,1,0,0,0
343,A,1,1,1,0
344,B,1,0,0,0
345,A,1,1,0,0
346,A,1,0,0,0
347,A,1,1,0,0
348,B,1,1,1,1
349,B,1,1,1,0
350,A,1,0,0,0
351,B,1,0,0,0
352,A,1,0,0,0
353,A,1,0,0,0
354,B,1,0,0,0
355,B,1,1,1,0
356,A,1,1,1,0
357,B,1,1,1,1
358,B,1,1,1,0
359,A,1,0,0,0
360,A,1,0,0,0
361,B,1,0,0,0
362,A,1,0,0,0
363,A,1,1,1,0
364,B,1,1,1,0
365,A,1,0,0,0
366,A,1,1,0,0
367,B,1,1,1,0
368,B,1,0,0,0
369,A,1,0,0,0
370,A,1,0,0,0
371,B,1,0,0,0
372,B,1,0,0,0
373,B,1,0,0,0
374,B,1,1,0,0
375,A,1,1,1,1
376,B,1,1,1,0
377,B,1,1,0,0
378,A,1,0,0,0
379,B,1,1,1,0
380,A,1,0,0,0
381,B,1,1,1,1
382,B,1,0,0,0
383,B,1,1,1,0
384,A,1,0,0,0
385,A,1,0,0,0
386,B,1,0,0,0
387,A,1,1,1,0
388,A,1,0,0,0
389,A,1,1,1,1
390,A,1,1,1,1
391,A,1,0,0,0
392,A,1,1,1,0
393,B,1,0,0,0
394,B,1,0,0,0
395,A,1,0,0,0
396,B,1,0,0,0
397,B,1,1,0,0
398,B,1,1,1,1
399,B,1,1,1,1
400,A,1,0,0,0
401,B,1,1,1,1
402,B,1,0,0,0
403,A,1,0,0,0
404,A,1,0,0,0
405,B,1,1,1,1
406,B,1,1,0,0
407,B,1,0,0,0
408,B,1,1,0,0
409,B,1,1,1,1
410,B,1,1,1,1
411,A,1,0,0,0
412,B,1,1,1,1
413,B,1,0,0,0
414,A,1,1,1,0
415,A,1,0,0,0
416,A,1,1,1,0
417,A,1,1,0,0
418,B,1,0,0,0
419,B,1,1,1,0
420,B,1,1,1,0
421,B,1,1,1,1
422,B,1,0,0,0
423,B,1,0,0,0
424,A,1,0,0,0
425,B,1,1,0,0
426,A,1,1,1,0
427,A,1,1,0,0
428,B,1,0,0,0
429,A,1,1,0,0
430,B,1,1,1,1
431,A,1,1,0,0
432,B,1,0,0,0
433,A,1,0,0,0
434,B,1,1,1,0
435,B,1,0,0,0
436,B,1,1,1,1
437,B,1,0,0,0
438,B,1,1,1,0
439,A,1,1,1,0
440,A,1,0,0,0
441,A,1,0,0,0
442,B,1,0,0,0
443,A,1,0,0,0
444,B,1,0,0,0
445,B,1,0,0,0
446,A,1,0,0,0
447,A,1,1,1,0
448,B,1,1,0,0
449,A,1,0,0,0
450,B,1,0,0,0
451,B,1,0,0,0
452,B,1,0,0,0
453,B,1,0,0,0
454,B,1,1,1,0
455,A,1,1,0,0
456,A,1,1,1,1
457,B,1,0,0,0
458,B,1,0,0,0
459,A,1,0,0,0
460,A,1,1,1,1
461,B,1,1,0,0
462,A,1,0,0,0
463,B,1,1,1,1
464,A,1,1,1,0
465,B,1,0,0,0
466,A,1,1,1,0
467,B,1,0,0,0
468,A,1,1,1,1
469,A,1,1,1,0
470,B,1,1,0,0
471,A,1,0,0,0
472,B,1,1,1,1
473,A,1,1,1,1
474,B,1,0,0,0
475,A,1,0,0,0
476,B,1,1,1,1
477,A,1,1,0,0
478,B,1,1,0,0
479,A,1,1,0,0
480,B,1,0,0,0
481,B,1,1,1,0
482,B,1,1,1,0
483,A,1,1,0,0
484,B,1,0,0,0
485,A,1,1,1,0
486,B,1,0,0,0
487,A,1,0,0,0
488,B,1,1,1,0
489,A,1,1,0,0
490,A,1,1,0,0
491,B,1,1,0,0
492,A,1,1,1,0
493,A,1,1,1,0
494,B,1,1,1,0
495,A,1,0,0,0
496,A,1,1,1,1
497,A,1,0,0,0
498,B,1,1,1,1
499,A,1,0,0,0
500,B,1,0,0,0
501,A,1,1,0,0
502,A,1,1,0,0
503,A,1,0,0,0
504,B,1,0,0,0
505,A,1,1,1,0
506,A,1,1,1,0
507,B,1,0,0,0
508,A,1,0,0,0
509,B,1,0,0,0
510,B,1,1,1,0
511,A,1,1,0,0
512,B,1,1,1,0
513,A,1,0,0,0
514,B,1,1,1,0
515,B,1,0,0,0
516,A,1,0,0,0
517,B,1,0,0,0
518,B,1,1,1,0
519,B,1,1,1,0
520,B,1,0,0,0
521,B,1,1,1,0
522,A,1,0,0,0
523,B,1,0,0,0
524,A,1,0,0,0
525,B,1,1,1,0
526,A,1,0,0,0
527,A,1,1,0,0
528,B,1,0,0,0
529,B,1,0,0,0
530,B,1,0,0,0
531,A,1,0,0,0
532,B,1,1,1,0
533,A,1,1,1,0
534,A,1,0,0,0
535,A,1,0,0,0
536,B,1,1,1,0
537,B,1,1,1,0
538,A,1,1,0,0
539,A,1,0,0,0
540,B,1,1,0,0
541,A,1,0,0,0
542,B,1,0,0,0
543,A,1,0,0,0
544,B,1,1,0,0
545,A,1,1,1,0
546,B,1,0,0,0
547,A,1,0,0,0
548,B,1,1,1,0
549,B,1,1,0,0
550,A,1,0,0,0
551,A,1,0,0,0
552,B,1,1,1,0
553,A,1,0,0,0
554,B,1,1,0,0
555,A,1,1,0,0
556,B,1,0,0,0
557,B,1,0,0,0
558,B,1,1,1,0
559,B,1,1,1,1
560,B,1,0,0,0
561,B,1,1,1,1
562,A,1,0,0,0
563,A,1,1,0,0
564,A,1,1,1,1
565,B,1,0,0,0
566,B,1,1,1,0
567,B,1,1,1,0
568,B,1,0,0,0
569,A,1,0,0,0
570,A,1,1,1,0
571,B,1,0,0,0
572,A,1,1,1,1
573,A,1,0,0,0
574,B,1,1,0,0
575,A,1,1,0,0
576,B,1,0,0,0
577,A,1,1,1,1
578,B,1,1,1,0
579,B,1,1,1,1
580,B,1,0,0,0
581,B,1,0,0,0
582,A,1,1,1,0
583,B,1,1,1,0
584,B,1,1,1,1
585,B,1,0,0,0
586,A,1,1,0,0
587,B,1,1,0,0
588,A,1,0,0,0
589,B,1,1,1,0
590,A,1,0,0,0
591,A,1,0,0,0
592,B,1,0,0,0
593,A,1,0,0,0
594,B,1,0,0,0
595,B,1,1,1,1
596,B,1,0,0,0
597,A,1,1,1,0
598,A,1,0,0,0
599,B,1,1,1,0
600,B,1,1,1,0
601,A,1,0,0,0
602,B,1,0,0,0
603,B,1,0,0,0
604,B,1,1,1,1
605,A,1,0,0,0
606,A,1,0,0,0
607,A,1,1,1,0
608,B,1,1,1,1
609,B,1,1,0,0
610,B,1,0,0,0
611,A,1,1,1,0
612,B,1,1,1,0
613,B,1,0,0,0
614,B,1,1,0,0
615,B,1,1,1,0
616,A,1,1,1,0
617,A,1,1,0,0
618,B,1,1,1,0
619,A,1,0,0,0
620,A,1,0,0,0
621,B,1,1,1,0
622,B,1,1,1,0
623,A,1,0,0,0
624,B,1,1,0,0
625,A,1,1,1,0
626,B,1,0,0,0
627,A,1,1,1,0
628,B,1,1,0,0
629,A,1,1,0,0
630,A,1,1,1,0
631,A,1,1,0,0
632,B,1,0,0,0
633,A,1,1,0,0
634,A,1,1,1,0
635,B,1,1,0,0
636,B,1,0,0,0
637,A,1,1,1,1
638,A,1,1,0,0
639,B,1,1,1,1
640,B,1,1,1,0
641,B,1,1,1,1
642,B,1,0,0,0
643,B,1,1,1,0
644,A,1,1,1,0
645,B,1,1,0,0
646,A,1,0,0,0
647,A,1,1,1,1
648,A,1,1,0,0
649,B,1,0,0,0
650,A,1,0,0,0
651,A,1,1,1,0
652,B,1,1,0,0
653,A,1,1,1,0
654,A,1,0,0,0
655,B,1,1,0,0
656,A,1,1,1,0
657,A,1,1,0,0
658,A,1,0,0,0
659,B,1,0,0,0
660,B,1,1,0,0
661,B,1,1,0,0
662,A,1,0,0,0
663,A,1,0,0,0
664,B,1,1,1,0
665,A,1,0,0,0
666,A,1,0,0,0
667,B,1,0,0,0
668,B,1,1,0,0
669,A,1,1,1,0
670,A,1,0,0,0
671,A,1,1,0,0
672,B,1,1,0,0
673,B,1,1,1,0
674,B,1,1,1,1
675,B,1,1,1,0
676,A,1,0,0,0
677,B,1,0,0,0
678,B,1,0,0,0
679,B,1,0,0,0
680,B,1,0,0,0
681,B,1,1,1,0
682,A,1,0,0,0
683,A,1,0,0,0
684,B,1,1,0,0
685,A,1,1,1,0
686,B,1,1,1,1
687,B,1,1,1,0
688,A,1,0,0,0
689,A,1,1,1,1
690,B,1,0,0,0
691,B,1,1,0,0
692,B,1,0,0,0
693,A,1,1,1,0
694,B,1,1,1,0
695,B,1,1,1,0
696,B,1,1,1,1
697,A,1,1,0,0
698,B,1,0,0,0
699,B,1,1,1,0
700,A,1,0,0,0
701,B,1,1,1,0
702,B,1,1,1,0
703,A,1,0,0,0
704,B,1,0,0,0
705,A,1,1,0,0
706,A,1,1,1,1
707,B,1,0,0,0
708,B,1,0,0,0
709,B,1,1,1,0
710,B,1,0,0,0
711,A,1,0,0,0
712,B,1,0,0,0
713,A,1,0,0,0
714,B,1,0,0,0
715,B,1,1,1,0
716,B,1,1,1,0
717,A,1,0,0,0
718,B,1,1,1,0
719,B,1,0,0,0
720,B,1,0,0,0
721,B,1,1,0,0
722,A,1,0,0,0
723,B,1,1,1,1
724,A,1,0,0,0
725,A,1,0,0,0
726,A,1,1,1,0
727,A,1,0,0,0
728,A,1,0,0,0
729,A,1,0,0,0
730,B,1,1,1,0
731,A,1,1,1,0
732,A,1,1,1,0
733,A,1,0,0,0
734,B,1,1,1,0
735,B,1,1,1,0
736,A,1,0,0,0
737,B,1,1,0,0
738,A,1,1,0,0
739,A,1,1,1,1
740,B,1,1,1,1
741,A,1,0,0,0
742,B,1,1,0,0
743,B,1,1,1,0
744,A,1,1,1,1
745,A,1,1,1,1
746,B,1,1,0,0
747,A,1,1,1,0
748,A,1,0,0,0
749,A,1,1,0,0
750,B,1,0,0,0
751,B,1,1,0,0
752,A,1,0,0,0
753,B,1,0,0,0
754,B,1,1,1,0
755,B,1,1,1,0
756,B,1,1,0,0
757,B,1,0,0,0
758,A,1,0,0,0
759,A,1,0,0,0
760,A,1,1,0,0
761,B,1,1,1,1
762,B,1,1,1,0
763,A,1,0,0,0
764,B,1,1,1,1
765,A,1,1,0,0
766,A,1,0,0,0
767,A,1,0,0,0
768,B,1,1,1,1
769,B,1,0,0,0
770,A,1,1,0,0
771,A,1,0,0,0
772,A,1,0,0,0
773,A,1,1,1,0
774,B,1,1,1,0
775,B,1,0,0,0
776,A,1,1,0,0
777,A,1,1,1,0
778,B,1,1,1,0
779,B,1,1,1,0
780,A,1,1,1,1
781,A,1,0,0,0
782,A,1,0,0,0
783,B,1,0,0,0
784,B,1,0,0,0
785,B,1,1,1,0
786,A,1,0,0,0
787,A,1,0,0,0
788,B,1,0,0,0
789,B,1,0,0,0
790,A,1,0,0,0
791,B,1,1,0,0
792,B,1,0,0,0
793,A,1,0,0,0
794,B,1,1,1,0
795,A,1,1,0,0
796,A,1,0,0,0
797,A,1,1,1,1
798,A,1,0,0,0
799,A,1,0,0,0
800,A,1,1,0,0
801,A,1,0,0,0
802,B,1,0,0,0
803,A,1,1,0,0
804,A,1,0,0,0
805,B,1,1,1,0
806,B,1,1,1,0
807,B,1,1,1,0
808,A,1,0,0,0
809,B,1,1,1,1
810,A,1,0,0,0
811,A,1,1,1,0
812,A,1,1,1,0
813,A,1,1,1,0
814,B,1,1,1,0
815,B,1,1,1,0
816,A,1,1,1,0
817,A,1,0,0,0
818,A,1,0,0,0
819,B,1,0,0,0
820,A,1,1,1,0
821,A,1,1,1,0
822,B,1,1,0,0
823,B,1,0,0,0
824,A,1,1,1,0
825,B,1,0,0,0
826,B,1,0,0,0
827,A,1,1,1,0
828,B,1,1,0,0
829,A,1,0,0,0
830,B,1,0,0,0
831,A,1,1,0,0
832,A,1,1,1,0
833,A,1,0,0,0
834,B,1,1,1,1
835,A,1,1,0,0
836,B,1,0,0,0
837,A,1,1,0,0
838,A,1,1,1,0
839,B,1,1,1,0
840,A,1,1,0,0
841,A,1,1,0,0
842,B,1,1,1,0
843,A,1,1,1,0
844,A,1,0,0,0
845,A,1,0,0,0
846,A,1,1,0,0
847,B,1,1,0,0
848,B,1,1,1,0
849,A,1,0,0,0
850,B,1,1,1,0
851,A,1,0,0,0
852,B,1,1,1,0
853,A,1,1,0,0
854,A,1,1,1,0
855,A,1,0,0,0
856,A,1,0,0,0
857,A,1,1,1,0
858,A,1,0,0,0
859,B,1,0,0,0
860,A,1,1,1,0
861,B,1,0,0,0
862,A,1,0,0,0
863,B,1,0,0,0
864,B,1,1,1,0
865,B,1,0,0,0
866,A,1,1,0,0
867,A,1,0,0,0
868,B,1,1,0,0
869,A,1,0,0,0
870,B,1,0,0,0
871,A,1,0,0,0
872,B,1,1,1,0
873,B,1,1,1,0
874,A,1,1,0,0
875,B,1,0,0,0
876,A,1,1,1,0
877,B,1,0,0,0
878,B,1,1,1,1
879,A,1,0,0,0
880,A,1,1,1,1
881,A,1,0,0,0
882,B,1,1,1,0
883,A,1,0,0,0
884,B,1,1,0,0
885,B,1,1,1,0
886,A,1,1,1,0
887,A,1,0,0,0
888,B,1,1,1,0
889,B,1,1,1,0
890,A,1,1,1,0
891,A,1,0,0,0
892,A,1,1,1,0
893,A,1,1,0,0
894,A,1,0,0,0
895,B,1,0,0,0
896,B,1,0,0,0
897,B,1,0,0,0
898,B,1,0,0,0
899,A,1,0,0,0
900,A,1,1,0,0
901,A,1,0,0,0
902,B,1,1,0,0
903,B,1,0,0,0
904,A,1,0,0,0
905,A,1,1,1,0
906,B,1,0,0,0
907,B,1,0,0,0
908,A,1,1,1,1
909,A,1,0,0,0
910,B,1,1,1,1
911,A,1,0,0,0
912,A,1,0,0,0
913,A,1,0,0,0
914,B,1,1,1,0
915,B,1,0,0,0
916,B,1,1,1,0
917,B,1,1,0,0
918,B,1,0,0,0
919,B,1,1,0,0
920,B,1,1,1,1
921,A,1,1,1,1
922,A,1,1,1,0
923,A,1,1,1,1
924,A,1,0,0,0
925,A,1,1,1,1
926,A,1,1,1,1
927,A,1,1,1,0
928,B,1,0,0,0
929,B,1,0,0,0
930,A,1,1,1,0
931,A,1,1,1,0
932,B,1,0,0,0
933,A,1,1,1,0
934,A,1,0,0,0
935,B,1,0,0,0
936,A,1,0,0,0
937,B,1,1,1,0
938,A,1,1,1,1
939,B,1,0,0,0
940,B,1,0,0,0
941,B,1,1,1,0
942,A,1,1,1,1
943,B,1,1,0,0
944,A,1,1,1,1
945,A,1,1,1,0
946,A,1,1,0,0
947,A,1,1,1,0
948,B,1,0,0,0
949,B,1,1,1,1
950,A,1,0,0,0
951,A,1,0,0,0
952,B,1,0,0,0
953,A,1,1,0,0
954,B,1,1,1,0
955,A,1,1,0,0
956,A,1,0,0,0
957,B,1,1,1,0
958,A,1,1,1,0
959,B,1,0,0,0
960,A,1,1,1,0
961,A,1,0,0,0
962,A,1,0,0,0
963,B,1,0,0,0
964,A,1,1,0,0
965,A,1,0,0,0
966,A,1,1,1,0
967,A,1,0,0,0
968,B,1,0,0,0
969,B,1,0,0,0
970,A,1,0,0,0
971,B,1,1,1,0
972,A,1,1,1,0
973,A,1,1,1,0
974,A,1,1,1,0
975,B,1,0,0,0
976,B,1,0,0,0
977,B,1,0,0,0
978,B,1,1,0,0
979,B,1,1,0,0
980,B,1,1,0,0
981,B,1,1,1,0
982,B,1,1,1,0
983,B,1,1,0,0
984,A,1,1,0,0
985,B,1,1,0,0
986,B,1,1,0,0
987,B,1,1,1,0
988,B,1,1,1,0
989,B,1,1,1,0
990,B,1,1,1,0
991,B,1,1,0,0
992,B,1,0,0,0
993,B,1,0,0,0
994,B,1,0,0,0
995,B,1,0,0,0
996,A,1,0,0,0
997,A,1,1,0,0
998,B,1,0,0,0
999,B,1,1,1,0
1000,A,1,1,1,1
1001,B,1,1,1,0
1002,A,1,1,1,0
1003,A,1,1,1,0
1004,A,1,0,0,0
1005,A,1,1,1,0
1006,A,1,1,0,0
1007,B,1,0,0,0
1008,A,1,0,0,0
1009,B,1,0,0,0
1010,B,1,1,1,0
1011,A,1,0,0,0
1012,A,1,0,0,0
1013,B,1,0,0,0
1014,A,1,1,0,0
1015,A,1,1,1,0
1016,B,1,0,0,0
1017,B,1,1,0,0
1018,A,1,0,0,0
1019,B,1,1,1,0
1020,A,1,0,0,0
1021,A,1,0,0,0
1022,A,1,0,0,0
1023,B,1,1,1,0
1024,B,1,1,1,1
1025,B,1,1,1,0
1026,B,1,1,1,1
1027,B,1,0,0,0
1028,A,1,1,0,0
1029,A,1,1,0,0
1030,A,1,0,0,0
1031,A,1,0,0,0
1032,B,1,0,0,0
1033,A,1,0,0,0
1034,B,1,1,0,0
1035,A,1,0,0,0
1036,B,1,1,1,0
1037,B,1,1,1,0
1038,A,1,0,0,0
1039,A,1,1,1,1
1040,A,1,0,0,0
1041,A,1,0,0,0
1042,B,1,0,0,0
1043,A,1,0,0,0
1044,A,1,0,0,0
1045,B,1,0,0,0
1046,A,1,0,0,0
1047,A,1,0,0,0
1048,A,1,0,0,0
1049,A,1,0,0,0
1050,A,1,1,1,0
1051,B,1,0,0,0
1052,A,1,0,0,0
1053,A,1,1,1,1
1054,A,1,1,1,0
1055,A,1,0,0,0
1056,A,1,1,0,0
1057,B,1,1,1,0
1058,A,1,0,0,0
1059,B,1,1,0,0
1060,B,1,1,0,0
1061,A,1,0,0,0
1062,A,1,1,0,0
1063,A,1,0,0,0
1064,A,1,0,0,0
1065,B,1,1,1,0
1066,A,1,1,1,0
1067,A,1,1,0,0
1068,A,1,1,0,0
1069,A,1,1,1,1
1070,A,1,1,1,1
1071,A,1,0,0,0
1072,B,1,1,1,0
1073,B,1,0,0,0
1074,A,1,1,1,0
1075,A,1,1,0,0
1076,A,1,0,0,0
1077,B,1,1,0,0
1078,A,1,0,0,0
1079,B,1,0,0,0
1080,A,1,0,0,0
1081,A,1,0,0,0
1082,A,1,1,0,0
1083,A,1,0,0,0
1084,B,1,0,0,0
1085,B,1,1,1,0
1086,A,1,0,0,0
1087,A,1,0,0,0
1088,B,1,0,0,0
1089,B,1,1,1,0
1090,B,1,1,0,0
1091,B,1,0,0,0
1092,A,1,0,0,0
1093,B,1,1,1,1
1094,A,1,1,0,0
1095,B,1,1,0,0
1096,B,1,0,0,0
1097,B,1,1,1,0
1098,B,1,1,1,0
1099,B,1,1,1,0
1100,A,1,1,0,0
1101,A,1,0,0,0
1102,B,1,1,0,0
1103,B,1,1,0,0
1104,A,1,0,0,0
1105,B,1,1,1,0
1106,B,1,1,1,0
1107,A,1,1,0,0
1108,B,1,1,1,0
1109,B,1,0,0,0
1110,A,1,1,0,0
1111,A,1,1,1,0
1112,A,1,0,0,0
1113,B,1,1,0,0
1114,A,1,1,1,0
1115,A,1,0,0,0
1116,A,1,0,0,0
1117,A,1,1,0,0
1118,A,1,1,1,0
1119,A,1,1,1,0
1120,B,1,1,1,0
1121,B,1,0,0,0
1122,A,1,0,0,0
1123,A,1,0,0,0
1124,A,1,1,0,0
1125,B,1,1,1,0
1126,B,1,1,1,0
1127,B,1,1,1,0
1128,B,1,0,0,0
1129,B,1,0,0,0
1130,B,1,0,0,0
1131,B,1,0,0,0
1132,B,1,1,1,0
1133,B,1,1,1,0
1134,A,1,0,0,0
1135,A,1,0,0,0
1136,A,1,0,0,0
1137,A,1,1,0,0
1138,B,1,1,1,0
1139,B,1,1,1,0
1140,A,1,0,0,0
1141,B,1,1,0,0
1142,A,1,1,1,0
1143,B,1,1,1,0
1144,A,1,0,0,0
1145,B,1,0,0,0
1146,B,1,1,1,0
1147,A,1,0,0,0
1148,B,1,1,1,0
1149,A,1,1,0,0
1150,A,1,1,1,0
